"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Calvertite","Calvertite","Calvertite","Cu5Ge0.5S4","Cu5Ge0.5S4","Cu_5_Ge_0.5_S_4_","Cu_5_Ge_0.5_S_4_","Cu<sub>5</sub>Ge<sub>0.5</sub>S<sub>4</sub>","Cu<sub>5</sub>Ge<sub>0.5</sub>S<sub>4</sub>","Cu Ge S","IMA2006-030","","5523","Namibia","2006","Approved"," "," ","Jambor J L, Roberts A C, Groat L A, Stanley C J, Criddle A J, Feinglos M N (2007) Calvertite, Cu<sub>5</sub>Ge<sub>0.5</sub>S<sub>4</sub>, a new mineral species from Tsumeb, Namibia, The Canadian Mineralogist 45, 1519-1523","cubic","541","Cu Ge S"
"Calzirtite","Calzirtite","Calzirtite","Ca2Zr4+5Ti4+2O16","Ca2Zr5Ti2O16","Ca_2_Zr^4+^_5_Ti^4+^_2_O_16_","Ca_2_Zr_5_Ti_2_O_16_","Ca<sub>2</sub>Zr<sup>4+</sup><sub>5</sub>Ti<sup>4+</sup><sub>2</sub>O<sub>16</sub>","Ca<sub>2</sub>Zr<sub>5</sub>Ti<sub>2</sub>O<sub>16</sub>","Ca Zr Ti O","","R080084","1300","Russia","1961","Approved"," "," ","Zdorik T B, Sidorenko G A, Bykova A V (1961) A new titanozirconate of calcium-calzirtite, Doklady Akademii Nauk SSSR 137, 681-684","tetragonal|orthorhombic","2000","Ca Zr^4+ Ti^4+ O"
"Camanchacaite","Camanchacaite","Camanchacaite","Na[box]CaMg2[As5+O4]2[As5+O2(OH)2]","Na[box]CaMg2[AsO4]2[AsO3(OH)2]","Na[box]CaMg_2_[As^5+^O_4_]_2_[As^5+^O_2_(OH)_2_]","Na[box]CaMg_2_[AsO_4_]_2_[AsO_3_(OH)_2_]","Na<span style=""border: 1px solid #333; font-size:7px;"">   </span>CaMg<sub>2</sub>[As<sup>5+</sup>O<sub>4</sub>]<sub>2</sub>[As<sup>5+</sup>O<sub>2</sub>(OH)<sub>2</sub>]","Na<span style=""border: 1px solid #333; font-size:7px;"">   </span>CaMg<sub>2</sub>[AsO<sub>4</sub>]<sub>2</sub>[AsO<sub>3</sub>(OH)<sub>2</sub>]","Na Ca Mg As O H","IMA2018-025","","6770","Chile","2018","Approved","Alluaudite"," ","Kampf A R, Nash B P, Celestian A J, Dini M, Molina Donoso A A (2019) Camanchacaite, chinchorroite, espadaite, magnesiofluckite, picaite and ríosecoite: six new hydrogen-arsenate minerals from the Torrecillas mine, Iquique Province, Chile. Mineralogical Magazine 83, 655-671","monoclinic","174","Na Ca Mg As^5+ O H"
"Cámaraite","Camaraite","C&#225;maraite","Ba3NaFe2+8Ti4+4(Si2O7)4O4(OH)4F3","Ba3NaFe2+8Ti4(Si2O7)4O4(OH)4F3","Ba_3_NaFe^2+^_8_Ti^4+^_4_(Si_2_O_7_)_4_O_4_(OH)_4_F_3_","Ba_3_NaFe^2+^_8_Ti_4_(Si_2_O_7_)_4_O_4_(OH)_4_F_3_","Ba<sub>3</sub>NaFe<sup>2+</sup><sub>8</sub>Ti<sup>4+</sup><sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>O<sub>4</sub>(OH)<sub>4</sub>F<sub>3</sub>","Ba<sub>3</sub>NaFe<sup>2+</sup><sub>8</sub>Ti<sub>4</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>O<sub>4</sub>(OH)<sub>4</sub>F<sub>3</sub>","Ba Na Fe Ti Si O H F","IMA2009-011","","5740","Kazakhstan","2009","Approved|Redefined","Seidozerite-Bafertisite"," ","Sokolova E, Abdu Y, Hawthorne F C, Stepanov A V, Bekenova G K, Kotel'nikov P E (2009) Cámaraite, Ba<sub>3</sub>NaTi<sub>4</sub>(Fe<sup>2+</sup>,Mn)<sub>8</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>4</sub>O<sub>4</sub>(OH,F)<sub>7</sub>. I. A new Ti-silicate mineral from the Verkhnee Espe Deposit, Akjailyautas Mountains, Kazakhstan, Mineralogical Magazine 73, 847-854","triclinic","272","Ba Na Fe^2+ Ti^4+ Si O H F"
"Cameronite","Cameronite","Cameronite","Cu5-x(Cu,Ag)3+xTe10 (x = 0.43)","Cu5-x(Cu,Ag)3+xTe10 (x = 0.43)","Cu_5-x_(Cu,Ag)_3+x_Te_10_ (x = 0.43)","Cu_5-x_(Cu,Ag)_3+x_Te_10_ (x = 0.43)","Cu<sub>5-x</sub>(Cu,Ag)<sub>3+x</sub>Te<sub>10</sub> (x = 0.43)","Cu<sub>5-x</sub>(Cu,Ag)<sub>3+x</sub>Te<sub>10</sub> (x = 0.43)","Cu Ag Te","IMA1984-069","","1302","USA","1984","Approved"," "," ","Roberts A C, Harris D C, Criddle A J, Pinch W W (1986) Cameronite, a new copper-silver telluride from the Good Hope Mine, Vulcan, Colorado, The Canadian Mineralogist 24, 379-384

Chemical formula revised from AgCu_7_Te_10_:
Bindi L, Pinch W W (2014) Cameronite, Cu_5-x_(Cu,Ag)_3+x_Te_10_ (x = 0.43), from the Good Hope mine, Vulcan, Colorado: Crystal structure and revision of the chemical formula. The Canadian Mineralogist 52, 423-432","monoclinic|tetragonal","","Cu Ag Te"
"Canaphite","Canaphite","Canaphite","Na2CaP2O7·4H2O","Na2CaP2O7·4H2O","Na_2_CaP_2_O_7_·4H_2_O","Na_2_CaP_2_O_7_·4H_2_O","Na<sub>2</sub>CaP<sub>2</sub>O<sub>7</sub>·4H<sub>2</sub>O","Na<sub>2</sub>CaP<sub>2</sub>O<sub>7</sub>·4H<sub>2</sub>O","Na Ca P O H","IMA1983-067","","1306","USA","1983","Approved"," "," ","Peacor D R, Dunn P J, Simmons W B, Wicks F J (1985) Canaphite a new sodium calcium phosphate hydrate from the Paterson area, New Jersey, The Mineralogical Record 16, 467-468","monoclinic","","Na Ca P O H"
"Canasite","Canasite","Canasite","K3Na3Ca5Si12O30(OH)4","K3Na3Ca5Si12O30(OH)4","K_3_Na_3_Ca_5_Si_12_O_30_(OH)_4_","K_3_Na_3_Ca_5_Si_12_O_30_(OH)_4_","K<sub>3</sub>Na<sub>3</sub>Ca<sub>5</sub>Si<sub>12</sub>O<sub>30</sub>(OH)<sub>4</sub>","K<sub>3</sub>Na<sub>3</sub>Ca<sub>5</sub>Si<sub>12</sub>O<sub>30</sub>(OH)<sub>4</sub>","K Na Ca Si O H","","","1307","Russia","1959","Approved"," "," ","Dorfman M D, Rogachev D D, Goroshchenko Z I, Uspenskaya E I (1959) Canasite, a new mineral, Trudy Mineralogicheskogo Muzeya Akademiya Nauk SSSR 9, 158-166","monoclinic","413.6","K Na Ca Si O H"
"Cancrinite","Cancrinite","Cancrinite","(Na,Ca,[box])8(Al6Si6)O24(CO3,S6+O4)2·2H2O","(Na,Ca,[box])8(Al6Si6)O24(CO3,SO4)2·2H2O","(Na,Ca,[box])_8_(Al_6_Si_6_)O_24_(CO_3_,S^6+^O_4_)_2_·2H_2_O","(Na,Ca,[box])_8_(Al_6_Si_6_)O_24_(CO_3_,SO_4_)_2_·2H_2_O","(Na,Ca,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(CO<sub>3</sub>,S<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","(Na,Ca,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>)O<sub>24</sub>(CO<sub>3</sub>,SO<sub>4</sub>)<sub>2</sub>·2H<sub>2</sub>O","Na Ca Al Si O C S H","","R050352 R100110","1309","Russia","1833","Grandfathered|Approved","Cancrinite","cancrinite-sodalite-cancrinite subgroup","Rose G (1833) Cancrinit, in Elemente der Krystallographie, nebst einer tabellarischen Uebersicht der Mineralien, Ernst Siegfried Mittler (Berlin) 155-156","hexagonal","2500","Na Ca Al Si O C S^6+ H"
"Cancrisilite","Cancrisilite","Cancrisilite","Na7(Si7Al5)O24(CO3)·3H2O","Na7(Si7Al5)O24(CO3)·3H2O","Na_7_(Si_7_Al_5_)O_24_(CO_3_)·3H_2_O","Na_7_(Si_7_Al_5_)O_24_(CO_3_)·3H_2_O","Na<sub>7</sub>(Si<sub>7</sub>Al<sub>5</sub>)O<sub>24</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O","Na<sub>7</sub>(Si<sub>7</sub>Al<sub>5</sub>)O<sub>24</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O","Na Si Al O C H","IMA1990-013","","1310","Russia","1990","Approved","Cancrinite-sodalite","cancrinite-sodalite-cancrinite subgroup","Khomyakov A P, Semenov E I, Pobedimskaya E A, Nadezhina T N, Rastsvetaeva R K (1991) Cancrisilite Na<sub>7</sub>[Al<sub>5</sub>Si<sub>7</sub>O<sub>24</sub>]CO<sub>3</sub>·3H<sub>2</sub>O - a new mineral of the cancrinite group, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 120(6), 80-84","hexagonal","413.6","Na Si Al O C H"
"Canfieldite","Canfieldite","Canfieldite","Ag1+8Sn4+S2-6","Ag8SnS6","Ag^1+^_8_Sn^4+^S^2-^_6_","Ag_8_SnS_6_","Ag<sup>1+</sup><sub>8</sub>Sn<sup>4+</sup>S<sup>2-</sup><sub>6</sub>","Ag<sub>8</sub>SnS<sub>6</sub>","Ag Sn S","","","1311","Bolivia","1894","Grandfathered|Approved","Argyrodite","argyrodite","Penfield S L (1894) On argyrodite and a new sulphostannate of silver from Bolivia, The American Journal of Science 147, 451-454","cubic|orthorhombic","1275","Ag^1+ Sn^4+ S^2-"
"Cannizzarite","Cannizzarite","Cannizzarite","Pb2+8Bi3+10S2-23","Pb8Bi10S23","Pb^2+^_8_Bi^3+^_10_S^2-^_23_","Pb_8_Bi_10_S_23_","Pb<sup>2+</sup><sub>8</sub>Bi<sup>3+</sup><sub>10</sub>S<sup>2-</sup><sub>23</sub>","Pb<sub>8</sub>Bi<sub>10</sub>S<sub>23</sub>","Pb Bi S","","R060609","1313","Italy","1924","Grandfathered|Approved"," "," ","Zambonini F, de Fiore O, Carobbi G (1924) Su un solfobismutito di piombo di Vulcano (Isole Eolie), Annali dell'Osservatorio Vesuviano 1, 31-36

Discredited as being bismuthinite or galenobismutite:
Wolfe C W (1938) Cannizzarite and bismuthinite from Vulcano, American Mineralogist 23, 790-798

Redefined:
Graham A R, Thompson R M, Berry L G (1953) Studies on mineral sulpho-salts: XVII - Cannizzarite, American Mineralogist 38, 536-544

Chemical formula revised:
Matzat E (1979) Cannizzarite, Acta Crystallographica B35, 133-136

Chemical formula revised again:
Mozgova N N, Kuzmina O V, Organova N I, Laputina I P, Borodaev Y S, Fornaseri M (1985) New data on sulphosalt assemblages at Vulcano (Italy), Rendiconti della Società Italiana di Mineralogia e Petrologia 40, 277-283","monoclinic","1800","Pb^2+ Bi^3+ S^2-"
"Cappelenite-(Y)","Cappelenite-(Y)","Cappelenite-(Y)","BaY6B6Si3O24F2","BaY6B6Si3O24F2","BaY_6_B_6_Si_3_O_24_F_2_","BaY_6_B_6_Si_3_O_24_F_2_","BaY<sub>6</sub>B<sub>6</sub>Si<sub>3</sub>O<sub>24</sub>F<sub>2</sub>","BaY<sub>6</sub>B<sub>6</sub>Si<sub>3</sub>O<sub>24</sub>F<sub>2</sub>","Ba Y B Si O F","IMA1987 s.p.","","1317","Norway","1884","Approved|Renamed"," "," ","Brögger W C (1884) Forelöbig meddelelse om to nye norske mineraler, låvenit og cappelenit, Geologiska Föreningens i Stockholm Förhandlingar 7, 598-600

Name changed from cappelenite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","hexagonal","359","Ba Y B Si O F"
"Capranicaite","Capranicaite","Capranicaite","KCaNaAl4B4Si2O18","KCaNaAl4B4Si2O18","KCaNaAl_4_B_4_Si_2_O_18_","KCaNaAl_4_B_4_Si_2_O_18_","KCaNaAl<sub>4</sub>B<sub>4</sub>Si<sub>2</sub>O<sub>18</sub>","KCaNaAl<sub>4</sub>B<sub>4</sub>Si<sub>2</sub>O<sub>18</sub>","K Ca Na Al B Si O","IMA2009-086","","5815","Italy","2009","Approved"," "," ","Callegari A M, Boiocchi M, Bellatreccia F, Caprilli E, Medenbach O, Cavallo A (2011) Capranicaite, (K,[box])(Ca,Na)Al<sub>4</sub>B<sub>4</sub>Si<sub>2</sub>O<sub>18</sub>: a new inosilicate from Capranica, Italy, with a peculiar topology of the periodic single chain [Si<sub>2</sub>O<sub>6</sub>], Mineralogical Magazine 75, 33-43","monoclinic","1","K Ca Na Al B Si O"
"Carboborite","Carboborite","Carboborite","Ca2Mg[B(OH)4]2(CO3)2·4H2O","Ca2Mg[B(OH)4]2(CO3)2·4H2O","Ca_2_Mg[B(OH)_4_]_2_(CO_3_)_2_·4H_2_O","Ca_2_Mg[B(OH)_4_]_2_(CO_3_)_2_·4H_2_O","Ca<sub>2</sub>Mg[B(OH)<sub>4</sub>]<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O","Ca<sub>2</sub>Mg[B(OH)<sub>4</sub>]<sub>2</sub>(CO<sub>3</sub>)<sub>2</sub>·4H<sub>2</sub>O","Ca Mg B O H C","","","1319","China","1964","Approved"," "," ","Hsieh H T, Chien T C, Liu L P (1964) The new mineral carboborite, MgCa<sub>2</sub>(CO<sub>3</sub>)(B<sub>2</sub>O<sub>5</sub>)·10H<sub>2</sub>O, Scientia Sinica 13, 813-821

Chemical formula revised from MgCa<sub>2</sub>(CO<sub>3</sub>)(B<sub>2</sub>O<sub>5</sub>)·10H<sub>2</sub>O to MgCa<sub>2</sub>[CO<sub>3</sub>]<sub>2</sub>[B(OH)<sub>4</sub>]<sub>2</sub>·4H<sub>2</sub>O:
Ma Z, Shi N, Shen J, Peng Z (1981) The refinement of the crystal structure of carboborite MgCa<sub>2</sub>[CO<sub>3</sub>]<sub>2</sub>[B(OH)<sub>4</sub>]<sub>2</sub>·4H<sub>2</sub>O, Bulletin de Minéralogie 104, 578-581","monoclinic","385","Ca Mg B O H C"
"Carbobystrite","Carbobystrite","Carbobystrite","Na8(Al6Si6O24)(CO3)·4H2O","Na8(Al6Si6O24)(CO3)·4H2O","Na_8_(Al_6_Si_6_O_24_)(CO_3_)·4H_2_O","Na_8_(Al_6_Si_6_O_24_)(CO_3_)·4H_2_O","Na<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(CO<sub>3</sub>)·4H<sub>2</sub>O","Na<sub>8</sub>(Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>)(CO<sub>3</sub>)·4H<sub>2</sub>O","Na Al Si O C H","IMA2009-028","","5755","Russia","2009","Approved","Cancrinite-sodalite"," ","Khomyakov A P, Cámara F, Sokolova E (2010) Carbobystrite, Na<sub>8</sub>[Al<sub>6</sub>Si<sub>6</sub>O<sub>24</sub>](CO<sub>3</sub>)·4H<sub>2</sub>O, a new cancrinite-group mineral species from the Khibina Alkaline massif, Kola Peninsula, Russia: Description and crystal structure, The Canadian Mineralogist 48, 291-300","hexagonal","413.6","Na Al Si O C H"
"Carbocernaite","Carbocernaite","Carbocernaite","(Sr,Ce,La)(Ca,Na)(CO3)2","(Sr,Ce,La)(Ca,Na)(CO3)2","(Sr,Ce,La)(Ca,Na)(CO_3_)_2_","(Sr,Ce,La)(Ca,Na)(CO_3_)_2_","(Sr,Ce,La)(Ca,Na)(CO<sub>3</sub>)<sub>2</sub>","(Sr,Ce,La)(Ca,Na)(CO<sub>3</sub>)<sub>2</sub>","Sr Ce La Ca Na C O","","","1320","Russia","1961","Approved","Carbocernaite"," ","Bulakh A G, Kondrat’eva V V, Baranova E N (1961) Carbocernaite, a new rare earth carbonate, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 90, 42-49","orthorhombic","983","Sr Ce La Ca Na C O"
"Carboirite","Carboirite","Carboirite","Fe2+Al2GeO5(OH)2","Fe2+Al2GeO5(OH)2","Fe^2+^Al_2_GeO_5_(OH)_2_","Fe^2+^Al_2_GeO_5_(OH)_2_","Fe<sup>2+</sup>Al<sub>2</sub>GeO<sub>5</sub>(OH)<sub>2</sub>","Fe<sup>2+</sup>Al<sub>2</sub>GeO<sub>5</sub>(OH)<sub>2</sub>","Fe Al Ge O H","IMA1980-066","","1321","France","1980","Approved"," ","ottrelite","Johan Z, Oudin E, Picot P (1983) Analogues germanifères et gallifères des silicates et oxydes dans les gisements de zinc des Pyrénées centrales, France; argutite et carboirite, deux nouvelles espèces minérales, Tschermaks Mineralogische und Petrographische Mitteilungen 31, 97-119","triclinic","419","Fe^2+ Al Ge O H"
"Carbokentbrooksite","Carbokentbrooksite","Carbokentbrooksite","(Na,[box])12(Na,Ce3+)3Ca6Mn2+3Zr4+3Nb5+Si25O73(OH)3(CO3)·H2O","(Na,[box])12(Na,Ce)3Ca6Mn3Zr3NbSi25O73(OH)3(CO3)·H2O","(Na,[box])_12_(Na,Ce^3+^)_3_Ca_6_Mn^2+^_3_Zr^4+^_3_Nb^5+^Si_25_O_73_(OH)_3_(CO_3_)·H_2_O","(Na,[box])_12_(Na,Ce)_3_Ca_6_Mn_3_Zr_3_NbSi_25_O_73_(OH)_3_(CO_3_)·H_2_O","(Na,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>12</sub>(Na,Ce<sup>3+</sup>)<sub>3</sub>Ca<sub>6</sub>Mn<sup>2+</sup><sub>3</sub>Zr<sup>4+</sup><sub>3</sub>Nb<sup>5+</sup>Si<sub>25</sub>O<sub>73</sub>(OH)<sub>3</sub>(CO<sub>3</sub>)·H<sub>2</sub>O","(Na,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>12</sub>(Na,Ce)<sub>3</sub>Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>NbSi<sub>25</sub>O<sub>73</sub>(OH)<sub>3</sub>(CO<sub>3</sub>)·H<sub>2</sub>O","Na Ce Ca Mn Zr Nb Si O H C","IMA2002-056","","1323","Tajikistan","2002","Approved","Eudialyte","eudialyte","Khomyakov A P, Dusmatov V D, Ferraris G, Gula A, lvaldi G, Nechelyustov G N (2003) Zirsilite-(Ce), (Na,[box])<sub>12</sub>(Ce,Na)<sub>3</sub>Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>Nb(Si<sub>25</sub>O<sub>73</sub>)(OH)<sub>3</sub>(CO)<sub>3</sub>·H<sub>2</sub>O and carbokentbrooksite (Na,[box])(Na,Ce)<sub>3</sub>Ca<sub>6</sub>Mn<sub>3</sub>Zr<sub>3</sub>Nb(Si<sub>25</sub>O<sub>73</sub>)(OH)<sub>3</sub>(CO)<sub>3</sub>·H<sub>2</sub>O - two new eudialyte group minerals from Dara-i-Pioz alkaline massif, Tajikista, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 132, 40-51","hexagonal","359","Na Ce^3+ Ca Mn^2+ Zr^4+ Nb^5+ Si O H C"
"Cardite","Cardite","Cardite","Zn2+5.5(As5+O4)2(As5+O3OH)(OH)3·3H2O","Zn5.5(AsO4)2(AsO3OH)(OH)3·3H2O","Zn^2+^_5.5_(As^5+^O_4_)_2_(As^5+^O_3_OH)(OH)_3_·3H_2_O","Zn_5.5_(AsO_4_)_2_(AsO_3_OH)(OH)_3_·3H_2_O","Zn<sup>2+</sup><sub>5.5</sub>(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>(As<sup>5+</sup>O<sub>3</sub>OH)(OH)<sub>3</sub>·3H<sub>2</sub>O","Zn<sub>5.5</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)(OH)<sub>3</sub>·3H<sub>2</sub>O","Zn As O H","IMA2015-125","","6526","Australia","2016","Pending publication|Approved"," "," ","Elliott, P. (2016) Cardite, IMA2015-125. CNMNC Newsletter No. 31, June 2016, page 693; Mineralogical Magazine, 80, 691–697","orthorhombic","1861","Zn^2+ As^5+ O H"
"Carducciite","Carducciite","Carducciite","(Ag1+Sb3+)Pb2+6(As3+,Sb3+)8S2-20","(AgSb)Pb6(As,Sb)8S20","(Ag^1+^Sb^3+^)Pb^2+^_6_(As^3+^,Sb^3+^)_8_S^2-^_20_","(AgSb)Pb_6_(As,Sb)_8_S_20_","(Ag<sup>1+</sup>Sb<sup>3+</sup>)Pb<sup>2+</sup><sub>6</sub>(As<sup>3+</sup>,Sb<sup>3+</sup>)<sub>8</sub>S<sup>2-</sup><sub>20</sub>","(AgSb)Pb<sub>6</sub>(As,Sb)<sub>8</sub>S<sub>20</sub>","Ag Sb Pb As S","IMA2013-006","","6169","Italy","2013","Approved"," "," ","Biagioni C, Orlandi P, Moëlo Y, Bindi L (2014) Lead-antimony sulfosalts from Tuscany (Italy). XVI. Carducciite, (AgSb)Pb_6_(As,Sb)_8_S_20_, a new Sb-rich derivative of rathite from the Pollone mine, Valdicastello Carducci: occurrence and crystal structure. Mineralogical Magazine 78, 1775-1793","monoclinic","","Ag^1+ Sb^3+ Pb^2+ As^3+ S^2-"
"Caresite","Caresite","Caresite","Fe2+4Al2(OH)12CO3·3H2O","Fe2+4Al2(OH)12(CO3)·3H2O","Fe^2+^_4_Al_2_(OH)_12_CO_3_·3H_2_O","Fe^2+^_4_Al_2_(OH)_12_(CO_3_)·3H_2_O","Fe<sup>2+</sup><sub>4</sub>Al<sub>2</sub>(OH)<sub>12</sub>CO<sub>3</sub>·3H<sub>2</sub>O","Fe<sup>2+</sup><sub>4</sub>Al<sub>2</sub>(OH)<sub>12</sub>(CO<sub>3</sub>)·3H<sub>2</sub>O","Fe Al O H C","IMA1992-030","R120028","1327","Canada","1992","Approved","Hydrotalcite","quintinite","Chao G Y, Gault R A (1997) Quintinite-2H, quintinite-3T, charmarite-2H, charmarite-3T and caresite-3T, a new group of carbonate minerals related to the hydrotalcite - manasseite group, The Canadian Mineralogist 35, 1541-1549","hexagonal","561","Fe^2+ Al O H C"
"Carletonmooreite","Carletonmooreite","Carletonmooreite","Ni3Si","Ni3Si","Ni_3_Si","Ni_3_Si","Ni<sub>3</sub>Si","Ni<sub>3</sub>Si","Ni Si","IMA2018-068","","6800","USA (meteorite)","2018","Pending publication|Approved"," "," ","Ma, C., Garvie, L.A.J. and Wittmann, A. (2018) Carletonmooreite, IMA 2018-068. CNMNC Newsletter No. 45, October 2018, page xxx; Mineralogical Magazine, 82, xxx-xxx","cubic","","Ni Si"
"Carlgieseckeite-(Nd)","Carlgieseckeite-(Nd)","Carlgieseckeite-(Nd)","NaNdCa3(PO4)3F","NaNdCa3(PO4)3F","NaNdCa_3_(PO_4_)_3_F","NaNdCa_3_(PO_4_)_3_F","NaNdCa<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>F","NaNdCa<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>F","Na Nd Ca P O F","IMA2010-036","","5866","Denmark (Greenland)","2010","Approved","Apatite"," ","Pekov I V, Zubkova N V, Husdal T A, Kononkova N N, Agakhanov A A, Zadov A E, Pushcharovsky D Y (2012) Carlgieseckeite-(Nd), NaNdCa<sub>3</sub>(PO<sub>4</sub>)<sub>3</sub>F, a new belovite-group mineral species from the Ilímaussaq alkaline complex, South Greenland, The Canadian Mineralogist 50, 571-580","hexagonal","1160","Na Nd Ca P O F"
"Carlhintzeite","Carlhintzeite","Carlhintzeite","Ca2AlF7·H2O","Ca2AlF7·H2O","Ca_2_AlF_7_·H_2_O","Ca_2_AlF_7_·H_2_O","Ca<sub>2</sub>AlF<sub>7</sub>·H<sub>2</sub>O","Ca<sub>2</sub>AlF<sub>7</sub>·H<sub>2</sub>O","Ca Al F H O","IMA1978-031","","1330","Germany","1978","Approved"," "," ","Dunn P J, Peacor D R, Sturman B D (1979) Carlhintzeite, a new calcium aluminum fluoride hydrate from the Hagendorf pegmatites, Bavaria, Germany, The Canadian Mineralogist 17, 103-105","triclinic","591","Ca Al F H O"
"Carlinite","Carlinite","Carlinite","Tl1+2S2-","Tl2S","Tl^1+^_2_S^2-^","Tl_2_S","Tl<sup>1+</sup><sub>2</sub>S<sup>2-</sup>","Tl<sub>2</sub>S","Tl S","IMA1974-062","","1331","USA","1974","Approved"," "," ","Radtke A S, Dickson F W (1975) Carlinite, Tl<sub>2</sub>S, a new mineral from Nevada, American Mineralogist 60, 559-565","hexagonal","40.4","Tl^1+ S^2-"
"Carlosturanite","Carlosturanite","Carlosturanite","(Mg,Fe2+,Ti4+)21(Si,Al)12O28(OH)34·H2O","(Mg,Fe2+,Ti)21(Si,Al)12O28(OH)34·H2O","(Mg,Fe^2+^,Ti^4+^)_21_(Si,Al)_12_O_28_(OH)_34_·H_2_O","(Mg,Fe^2+^,Ti)_21_(Si,Al)_12_O_28_(OH)_34_·H_2_O","(Mg,Fe<sup>2+</sup>,Ti<sup>4+</sup>)<sub>21</sub>(Si,Al)<sub>12</sub>O<sub>28</sub>(OH)<sub>34</sub>·H<sub>2</sub>O","(Mg,Fe<sup>2+</sup>,Ti)<sub>21</sub>(Si,Al)<sub>12</sub>O<sub>28</sub>(OH)<sub>34</sub>·H<sub>2</sub>O","Mg Fe Ti Si Al O H","IMA1984-009","R060259","1333","Italy","1984","Approved"," "," ","Compagnoni R, Ferraris G, Mellini M (1985) Carlosturanite, a new asbestiform rock-forming silicate from Val Varaita, Italy, American Mineralogist 70, 767-772","unknown|monoclinic","","Mg Fe^2+ Ti^4+ Si Al O H"
"Carlsbergite","Carlsbergite","Carlsbergite","Cr3+N3-","CrN","Cr^3+^N^3-^","CrN","Cr<sup>3+</sup>N<sup>3-</sup>","CrN","Cr N","IMA1971-026","","1334","Denmark (Greenland)","1971","Approved","Rocksalt"," ","Buchwald V F, Scott E R D (1971) First nitride (CrN) in iron meteorites, Nature Physical Science 233, 113-114","cubic","4620","Cr^3+ N^3-"
"Carmeltazite","Carmeltazite","Carmeltazite","Zr4+Al2Ti3+4O11","ZrAl2Ti4O11","Zr^4+^Al_2_Ti^3+^_4_O_11_","ZrAl_2_Ti_4_O_11_","Zr<sup>4+</sup>Al<sub>2</sub>Ti<sup>3+</sup><sub>4</sub>O<sub>11</sub>","ZrAl<sub>2</sub>Ti<sub>4</sub>O<sub>11</sub>","Zr Al Ti O","IMA2018-103","","6804","Israel","2018","Approved"," "," ","Griffin W L, Gain S E M, Bindi L, Toledo V, Cámara F, Saunders M, O'Reilly S Y (2018) Carmeltazite, ZrAl_2_Ti_4_O_11_, a new mineral trapped in corundum from volcanic rocks of Mt Carmel, Northern Israel. Minerals 8, 601","orthorhombic","","Zr^4+ Al Ti^3+ O"
