COD_ID,SMI,a,siga,b,sigb,c,sigc,alpha,sigalpha,beta,sigbeta,gamma,siggamma,vol,sigvol,celltemp,sigcelltemp,diffrtemp,sigdiffrtemp,cellpressure,sigcellpressure,diffrpressure,sigdiffrpressure,thermalhist,pressurehist,compoundsource,nel,sg,sgHall,commonname,chemname,formula,calcformula,cellformula,Z,Zprime,acce_code,authors,title,journal,year,volume,issue,firstpage,lastpage,doi,method,radiation,wavelength,radType,radSymbol,Rall,Robs,Rref,wRall,wRobs,wRref,RFsqd,RI,gofall,gofobs,gofgt,gofref,duplicateof,optimal,status,flags,svnrevision,date,time,onhold,Mineral Name,IMA Chemistry (plain),IMA Chemistry (concise),Chemistry Elements,IMA Number,IMA Status,Structural Groupname,Crystal Systems,Oldest Known Age (Ma),Valence Elements
1010948,Cl[Hg][Hg]Cl,4.4639999999999995,,4.4639999999999995,,10.9,,90.0,,90.0,,90.0,,217.2,,,,,,,,,,,,,2.0,I 4/m m m,-I 4 2,,Mercury(I) chloride,- Cl2 Hg2 -,- Cl2 Hg2 -,- Cl4 Hg4 -,2.0,0.0625,,"Hylleraas, E","Die Anordnung der Atome in den tetragonalen Kristallen der einwertigen Quecksilberhalogenide Hg2 Cl2, Hg2 Br2, Hg2 J2. Berechnung der optischen Doppelbrechung von Hg2 Cl2.",Zeitschrift fuer Physik,1926.0,36.0,,859,896,10.1007/BF01400219,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Calomel,HgCl,HgCl,Hg Cl,,Grandfathered|Approved, ,tetragonal,429.7,Hg Cl
9011238,[Bi+3].[Bi+3].[O-2].[OH-].[OH-].S(=O)(=O)([O-])[O-],7.692,,13.87,,5.688,,90.0,,109.01,,90.0,,573.745,,,,,,,,,,,,,4.0,P 1 21/c 1,-P 2ybc,,,- Bi2 H2 O7 S -,- Bi2 O7 S -,- Bi8 O28 S4 -,4.0,1.0,,"Golic, L.; Graunar, M.; Lazarini, F.",catena-Di-mu-hydroxo-mu3-oxo-dibismuth(III) sulfate Locality: synthetic,"Acta Crystallographica, Section B",1982.0,38.0,,2881,2883,10.1107/S056774088201019X,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Cannonite,Bi2O(SO4)(OH)2,Bi_2_O(SO_4_)(OH)_2_,Bi O S H,IMA1992-002,Approved, ,monoclinic,3026.0,Bi O S^6+ H
1010978,[K+].[F-],5.3437,0.0035,5.3437,0.0035,5.3437,0.0035,90.0,,90.0,,90.0,,152.6,,,,,,,,,,,,synthetic,2.0,F m -3 m,-F 4 2 3,,Potassium fluoride,- F K -,- F K -,- F4 K4 -,4.0,0.0208333,,"Broch, E; Oftedal, I; Pabst, A","Neubestimmung der Gitterkonstanten von KF, CsCl und BaF2","Zeitschrift fuer Physikalische Chemie, Abteilung B: Chemie der Elementarprozesse, Aufbau der Materie",1929.0,3.0,,209,214,,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Carobbiite,KF,KF,K F,,Grandfathered|Approved,Rocksalt,cubic,,K F
1000062,[Sn+4].[O-2].[O-2],4.738,0.0001,4.738,0.0001,3.1865,0.0002,90.0,,90.0,,90.0,,71.5,,,,,,,,,,,,,2.0,P 42/m n m,-P 4n 2n,,Tin(IV) oxide,- O2 Sn -,- O2 Sn -,- O4 Sn2 -,2.0,0.125,,"Baur, W H; Khan, A A","Rutile-Type Compounds. VI. Si O2, Ge O2 and a Comparison with other Rutile-Type Structures","Acta Crystallographica B (24,1968-38,1982)",1971.0,27.0,,2133,2139,10.1107/S0567740871005466,,,,,,0.036000000000000004,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Cassiterite,SnO2,SnO_2_,Sn O,,Grandfathered|Approved,Rutile,tetragonal,4000.0,Sn O
1010543,[Sr+2].S(=O)(=O)([O-])[O-],8.36,,5.36,,6.84,,90.0,,90.0,,90.0,,306.5,,,,,,,,,,,,,3.0,P n m a,-P 2ac 2n,,Strontium sulfate,- O4 S Sr -,- O4 S Sr -,- O16 S4 Sr4 -,4.0,0.5,,"James, R. W.; Wood, W. A.","The Crystal Structures of Barytes, Celestine and Anglesite","Proceedings of the Royal Society of London, Series A: Mathematical and Physical Sciences (76,1906-)",1925.0,109.0,,598,620,10.1098/rspa.1925.0148,,,,,,,,,,,,,,,,,,,,,has coordinates,258310.0,2020-10-21,18:00:00,,Celestine,Sr(SO4),Sr(SO_4_),Sr S O,,Approved,Baryte,orthorhombic,2742.0,Sr S^6+ O
1010956,[Pb+2].C(=O)([O-])[O-],5.166,,8.468,,6.146,,90.0,,90.0,,90.0,,268.9,,,,,,,,,,,,,3.0,P m c n S2,-P 2n 2a,,Lead carbonate,- C O3 Pb -,- C O3 Pb -,- C4 O12 Pb4 -,4.0,,,"Colby, M Y; LaCoste, L J B",The crystal structure of Cerussite,"Zeitschrift fuer Kristallographie, Kristallgeometrie, Kristallphysik, Kristallchemie (-144,1977)",1933.0,84.0,,299,309,,,,,,,,,,,,,,,,,,,,,,has coordinates,201954.0,2020-10-21,18:00:00,,Cerussite,Pb(CO3),Pb(CO_3_),Pb C O,,Grandfathered|Approved,Aragonite,orthorhombic,4000.0,Pb^2+ C O
9008597,[Ag+].[Cl-],5.47,,5.47,,5.47,,90.0,,90.0,,90.0,,163.667,,,,,,,,,,,,,2.0,F m -3 m,-F 4 2 3,Chlorargyrite,,- Ag Cl -,- Ag4 Cl4 -,- Ag4 Cl4 -,,,,"Wyckoff, R. W. G.","Second edition. Interscience Publishers, New York, New York rocksalt structure",Crystal Structures,1963.0,1.0,,85,237,,,,,,,,,,,,,,,,,,,,,,has coordinates,176725.0,2020-10-21,18:00:00,,Chlorargyrite,AgCl,AgCl,Ag Cl,,Approved, ,cubic,4000.0,Ag Cl
9009129,[Mg+2].[Cl-].[Cl-],3.596,,3.596,,17.589000000000002,,90.0,,90.0,,120.0,,196.975,,,,,,,,,,,,,2.0,R -3 m :H,"-R 3 2""",,,- Cl2 Mg -,- Cl6 Mg3 -,- Cl6 Mg3 -,,,,"Wyckoff, R. W. G.","Second edition. Interscience Publishers, New York, New York Note: cadmium chloride structure",Crystal Structures,1963.0,1.0,,239,444,,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Chloromagnesite,MgCl2,MgCl_2_,Mg Cl,,Questionable mineral species|Approved,Scacchite,hexagonal,352.0,Mg Cl
5000220,[Cr],2.8839,,2.8839,,2.8839,,90.0,,90.0,,90.0,,24.0,,,,,,,,,,,,,1.0,I m -3 m,-I 4 2 3,Chromium,Chromium,- Cr -,- Cr -,- Cr2 -,2.0,0.0208333,,"Swanson, H E; Gilfrich, N T; Ugrinic, G M",Standard X-ray diffraction powder patterns,"National Bureau of Standards (U.S.), Circular",1955.0,539.0,,5,5,,,,,,,,,,,,,,,,,,,,,,has coordinates,202022.0,2020-10-21,18:00:00,,Chromium,Cr,Cr,Cr,IMA1980-094,Approved,Iron,cubic|hexagonal,500.0,Cr
9000050,[As]1([O])O[As]([O])O[As]([O])O[As]([O])O[As]([O])O[As]([O])O1,5.25,,12.87,,4.54,,90.0,,93.82,,90.0,,306.075,,,,,,,,,,,,,2.0,P 1 21/n 1,-P 2yn,,,- As2 O3 -,- As8 O12 -,- As8 O12 -,,,,"Frueh, A. J.",The crystal structure of claudetite (monoclinic As2O3),American Mineralogist,1951.0,36.0,,833,850.0,,,,,,,,,,,,,,,,,,,,,,has coordinates,85285.0,2020-10-21,18:00:00,,Claudetite,As2O3,As_2_O_3_,As O,,Grandfathered|Approved,Claudetite,monoclinic,2500.0,As^3+ O
9005378,[Sb+5].[Sb+3].[O-2].[O-2].[O-2].[O-2],12.061,,4.836,,5.382999999999999,,90.0,,104.6,,90.0,,303.836,,,,,,,,,,,,,2.0,C 1 2/c 1,-C 2yc,,,- O2 Sb -,- O16 Sb8 -,- O16 Sb8 -,,,,"Basso, R.; Lucchetti, G.; Zefiro, L.; Palenzona, A.","Clinocervantite, B-Sb2O4, the natural monoclinic polymorph of cervantite from the Cetine mine, Siena, Italy Note: z-coordinate to O2 altered by communications with R Basso, April, 2003 Locality: Cetine mine, Siena, Italy",European Journal of Mineralogy,1999.0,11.0,,95,100.0,,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Clinocervantite,Sb3+Sb5+O4,Sb^3+^Sb^5+^O_4_,Sb O,IMA1997-017,Approved,Clinocervantite,monoclinic,,Sb^3+ Sb^5+ O
9009371,[Co+2].S(=O)(=O)([O-])[O-].O,6.96,,7.586,,7.621,,90.0,,118.56,,90.0,,353.415,,,,,,,,,,,,,4.0,C 1 2/c 1,-C 2yc,,,- Co H2 O5 S -,- Co H2 O5 S -,- Co4 H8 O20 S4 -,4.0,0.5,,"Wildner, M.; Giester, G.","The crystal structures of kieserite-type compounds. I. Crystal structures of Me(II)SO4*H2O (Me = Mn,Fe,Co,Ni,Zn) Locality: synthetic","Neues Jahrbuch fur Mineralogie, Monatshefte",1991.0,1991.0,,296,306,,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Cobaltkieserite,Co(SO4)·H2O,Co(SO_4_)·H_2_O,Co S O H,IMA2002-004,Approved,Kieserite,monoclinic,1910.0,Co^2+ S^6+ O H
1008725,[Fe].[Fe].[Fe].[C],5.092,,6.7410000000000005,,4.527,,90.0,,90.0,,90.0,,155.4,,,,,,,,,,,,synthetic,2.0,P n m a,-P 2ac 2n,,Iron carbide,- Fe3 C -,- C Fe3 -,- C4 Fe12 -,4.0,0.5,,"Fruchart, D; Chaudouet, P; Fruchart, R; Rouault, A; Senateur, J P",Etudes structurales de composes de type cementite: effet de l'hydrogene sur Fe3 C suivi par diffraction neutronique Spectrometrie moessbauer sur Fe Co2 B et Co3 B dopes au ^57^Fe,Journal of Solid State Chemistry,1984.0,51.0,,246,252,10.1016/0022-4596(84)90340-2,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Cohenite,CFe3,CFe_3_,C Fe,,Grandfathered|Approved,Perovskite,orthorhombic,4620.0,Fe C
1011334,[Pt+2].[S-2],3.47,,3.47,,6.1,,90.0,,90.0,,90.0,,73.4,,,,,,,,,,,,from Transvaal,2.0,P 42/m m c,-P 4c 2,,Platinum sulfide,- Pt S -,- Pt S -,- Pt2 S2 -,2.0,0.125,,"Bannister, F A; Hey, M H",Determination of minerals in platinum concentrates from the transvall by x-ray methods.,Mineralogical Magazine and Journal of the Mineralogical Society (1876- 1968),1932.0,23.0,,188,206,10.1180/minmag.1932.023.138.05,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Cooperite,PtS,PtS,Pt S,,Grandfathered|Approved, ,tetragonal,3074.0,Pt S
1000017,[Al+3].[Al+3].[O-2].[O-2].[O-2],4.7606,0.0005,4.7606,0.0005,12.994000000000002,0.001,90.0,,90.0,,120.0,,255.0,,,,,,,,,,,,,2.0,R -3 c :H,"-R 3 2""c",,Aluminium oxide,- Al2 O3 -,- Al2 O3 -,- Al12 O18 -,6.0,0.166667,,"Tsirelson, V G; Antipin, M Y; Gerr, R G; Ozerov, R P; Struchkov, Y T",Ruby structure peculiarities derived from X-ray data. Localization of chromium atoms and electron deformation density,"Physica Status Solidi, Sectio A: Applied Research",1985.0,87.0,,425,433,10.1002/pssa.2210870204,,,,,,0.063,,,,,,,,,,,,,,,has coordinates,201954.0,2020-10-21,18:00:00,,Corundum,Al2O3,Al_2_O_3_,Al O,,Grandfathered|Approved,Corundum,hexagonal,4700.0,Al O
9009195,[Pb+2].[Cl-].[Cl-],9.03,,7.608,,4.525,,90.0,,90.0,,90.0,,310.869,,,,,,,,,,,,,2.0,P b n m,-P 2c 2ab,,,- Cl2 Pb -,- Cl8 Pb4 -,- Cl8 Pb4 -,,,,"Wyckoff, R. W. G.","Second edition. Interscience Publishers, New York, New York",Crystal Structures,1963.0,1.0,,298,306,,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Cotunnite,PbCl2,PbCl_2_,Pb Cl,,Grandfathered|Approved, ,orthorhombic,1900.0,Pb^2+ Cl
1010920,[Cu+2].[S-2],3.802,,3.802,,16.42999,,90.0,,90.0,,120.0,,205.7,,,,,,,,,,,,"from Summitville, Colorado",2.0,P 63/m m c,-P 6c 2c,,Copper sulfide,- Cu S -,- Cu S -,- Cu6 S6 -,6.0,0.25,,"Roberts, H S; Ksanda, C J",The Crystal Structure of Covellite,"American Journal of Science, Serie 5(1,1921-1938)",1929.0,17.0,,489,503,,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Covellite,CuS,CuS,Cu S,,Grandfathered|Approved, ,hexagonal,4000.0,Cu^1+ S
9014129,[Mg]([OH2])([OH2])([OH2])([OH2])OS(=O)(=O)O[Mg]([OH2])([OH2])([OH2])([OH2])OS(=O)(=O)[O-],11.9236,,5.1736,,12.1958,,90.0,,117.54799999999999,,90.0,,667.0369999999999,,,,,,,,,,,,"Calingasta, San Juan Province, Argentina",4.0,C 1 2/c 1,-C 2yc,,,- H8 Mg O8 S -,- Mg O8 S -,- Mg4 O32 S4 -,4.0,0.5,,"Peterson, R. C.","Cranswickite MgSO4*4H2O, a new mineral from Calingasta, Argentina",American Mineralogist,2011.0,96.0,,869,877,10.2138/am.2011.3673,,,,,,,,,,,,,,,,,,,,,has coordinates,201816.0,2020-10-21,18:00:00,,Cranswickite,Mg(SO4)·4H2O,Mg(SO_4_)·4H_2_O,Mg S O H,IMA2010-016,Approved, ,monoclinic,,Mg S^6+ O H
1000063,[Cu+].[Cu+].[O-2],4.252,0.002,4.252,0.002,4.252,0.002,90.0,,90.0,,90.0,,76.9,,,,,,,,,,,,synthetic,2.0,P n -3 m :1,P 4n 2 3 -1n,,Copper(I) oxide,- Cu2 O -,- Cu2 O -,- Cu4 O2 -,2.0,0.041666699999999994,,"Neuburger, M C",Praezisionsmessung der Gitterkonstante von Cuprooxyd Cu2 O,Zeitschrift fuer Physik,1930.0,67.0,,845,850,10.1007/BF01390765,,,,,,,,,,,,,,,,,,,,,has coordinates,202026.0,2020-10-21,18:00:00,,Cuprite,Cu2O,Cu_2_O,Cu O,,Grandfathered|Approved, ,cubic,4000.0,Cu^1+ O
9011413,[Al+3].[O-2].[OH-],4.42,,9.44,,2.84,,90.0,,90.0,,90.0,,118.49799999999999,,,,,,,,,,,,,2.0,P b n m,-P 2c 2ab,,,- Al O2 -,- Al4 O8 -,- Al4 O8 -,,,,"Hoppe, W.",Uber die kristallstruktur von alpha-AlOOH (diaspore). II. Fourieranalyse Locality: Synthetic,Zeitschrift fur Kristallographie,1942.0,104.0,,11,17,,,,,,,,,,,,,,,,,,,,,,has coordinates,202019.0,2020-10-21,18:00:00,,Diaspore,AlO(OH),AlO(OH),Al O H,,Grandfathered|Approved, ,orthorhombic,3026.0,Al O H
9000079,[Cu+].[Cu+].[S-2],16.16,,16.16,,16.16,,13.93,,13.93,,13.93,,212.84900000000002,,,,,,,,,,,,,2.0,R -3 m :R,-P 3* 2,,,- Cu17 S9 -,- Cu17 S9 -,- Cu17 S9 -,,,,"Donnay, G.; Donnay, J. D. H.; Kullerud, G.","Crystal and twin structure of digenite, Cu9S5",American Mineralogist,1958.0,43.0,,228,242.0,,,,,,,,,,,,,,,,,,,,,,has coordinates,176725.0,2020-10-21,18:00:00,,Digenite,Cu1.8S,Cu_1.8_S,Cu S,,Approved,Digenite,cubic|hexagonal,4000.0,Cu S
9005087,[C@@]1(C[C@@H]2CC[C@H]3C(CCC[C@@]3([C@H]2CC1)C)(C)C)(CC)C,12.356,,12.762,,11.427,,90.0,,90.0,,90.0,,1801.89,,,,,,,,,,,,,2.0,P 21 21 21,P 2ac 2ab,,,- C20 H36 -,- C80 H144 -,- C80 H144 -,,,,"Franzini, L.; Pasero, M.; Perchiazzi, N.","Re-discovery and re-definition of dinite, C20H36, a forgotten organic mineral from Garfagnana, northern Tuscany, Italy Locality: Garfagnana, northern Tuscany, Italy",European Journal of Mineralogy,1991.0,3.0,,855,861.0,10.1127/ejm/3/5/0855,,,,,,,,,,,,,,,,,,,,,has coordinates,202019.0,2020-10-21,18:00:00,,Dinite,C20H36,C_20_H_36_,C H,,Grandfathered|Approved, ,orthorhombic,3.6,C H
9009694,[Cu+2].[Cu+2].[O-2].S(=O)(=O)([O-])[O-],9.37,,6.319,,7.638999999999999,,90.0,,122.34,,90.0,,382.14099999999996,,,,,,,,,,,,,3.0,C 1 2/m 1,-C 2y,,,- Cu2 O5 S -,- Cu8 O20 S4 -,- Cu8 O20 S4 -,,,,"Effenberger, H.","Cu2O(SO4), dolerophanite: Refinement of the crystal structure with a comparison of [OCu(II)4] tetrahedra in inorganic compounds Locality: synthetic",Monatshefte fur Chemie,1985.0,116.0,,927,931,10.1007/BF00809186,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Dolerophanite,Cu2O(SO4),Cu_2_O(SO_4_),Cu O S,,Grandfathered|Approved,Natrochalcite,monoclinic,3.6e-05,Cu^2+ O S^6+
9000092,[V+6].[V+5].[V+5].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2],19.64,,2.99,,4.83,,90.0,,103.92,,90.0,,275.305,,,,,,,,,,,,,2.0,C 1 2/m 1,-C 2y,,,- O8 V3 -,- O16 V6 -,- O16 V6 -,,,,"Evans, H. T.; Mrose, M. E.","A crystal chemical study of the vanadium oxide minerals, haggite and doloresite",American Mineralogist,1960.0,45.0,,1144,1166.0,,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Doloresite,V4+3O4(OH)4,V^4+^_3_O_4_(OH)_4_,V O H,,Grandfathered|Approved, ,monoclinic,260.0,V^4+ O H
9011016,[V](=O)(=O)O[V](=O)(=O)O[V](=O)(=O),19.64,,2.99,,4.83,,90.0,,103.92,,90.0,,275.305,,,,,,,,,,,,,2.0,C 1 2/m 1,-C 2y,,,- O8 V3 -,- O16 V6 -,- O16 V6 -,,,,"Evans, H. T.; Mrose, M. E.","The crystal structures of three new vanadium oxide minerals Locality: Carlile, Wyoming, USA",Acta Crystallographica,1958.0,11.0,,56,58,10.1107/S0365110X58000141,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Doloresite,V4+3O4(OH)4,V^4+^_3_O_4_(OH)_4_,V O H,,Grandfathered|Approved, ,monoclinic,260.0,V^4+ O H
1010994,[O][Se](=O)O[Se](=O)[O],8.353,0.005,8.353,0.005,5.051,0.01,90.0,,90.0,,90.0,,352.4,,,,,,,,,,,,synthetic,2.0,P 42/m b c,-P 4c 2ab,,Selenium oxide,- O2 Se -,- O2 Se -,- O16 Se8 -,8.0,0.5,,"McCullough, J D",The Crystal Structure of Selenium Dioxide,Journal of the American Chemical Society,1937.0,59.0,,789,794,10.1021/ja01284a004,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Downeyite,SeO2,SeO_2_,Se O,IMA1974-063,Approved, ,tetragonal,0.0,Se^4+ O
9009372,[Ni+2].S(=O)(=O)([O-])[O-].O,6.824,,7.593999999999999,,7.457000000000001,,90.0,,117.79,,90.0,,341.86199999999997,,,,,,,,,,,,,4.0,C 1 2/c 1,-C 2yc,,,- H2 Ni O5 S -,- H2 Ni O5 S -,- H8 Ni4 O20 S4 -,4.0,0.5,,"Wildner, M.; Giester, G.","The crystal structures of kieserite-type compounds. I. Crystal structures of Me(II)SO4*H2O (Me = Mn,Fe,Co,Ni,Zn) Locality: synthetic","Neues Jahrbuch fur Mineralogie, Monatshefte",1991.0,1991.0,,296,306,,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Dwornikite,Ni(SO4)·H2O,Ni(SO_4_)·H_2_O,Ni S O H,IMA1981-031,Approved,Kieserite,monoclinic,405.0,Ni^2+ S^6+ O H
1100091,[Mg]([OH2])([OH2])([OH2])([OH2])([OH2])[OH2].S(=O)(=O)([O-])[O-].O,11.868,0.01,11.995999999999999,0.01,6.857,0.006999999999999999,90.0,,90.0,,90.0,,976.2,,,,,,,,,,,,,4.0,P 21 21 21,P 2ac 2ab,,Magnesium sulfate heptahydrate,- H14 Mg O11 S -,- H14 Mg O11 S -,- H56 Mg4 O44 S4 -,4.0,1.0,,"Baur, W H",On the Crystal Chemistry of Salt Hydrates. IV. The Refinement of the Crystal Structure of Mg S O4 (H2 O)7 (Epsomite),"Acta Crystallographica (1,1948-23,1967)",1964.0,17.0,,1361,1369,10.1107/S0365110X64003449,,,,,,0.057,,,,,,,,,,,,,,,has coordinates,186542.0,2020-10-21,18:00:00,,Epsomite,Mg(SO4)·7H2O,Mg(SO_4_)·7H_2_O,Mg S O H,,Grandfathered|Approved,Epsomite,orthorhombic,2744.0,Mg S^6+ O H
1011067,[Cr+3].[Cr+3].[O-2].[O-2].[O-2],5.35,0.03,5.35,0.03,5.35,0.03,55.0,0.03,55.0,0.03,55.0,0.03,95.7,,,,,,,,,,,,synthetic,2.0,R -3 c :R,-P 3* 2n,,Chromium oxide,- Cr2 O3 -,- Cr2 O3 -,- Cr4 O6 -,2.0,0.166667,,"Zachariasen, W H",Untersuchungen ueber die Kristallstruktur von Sesquioxyden und Verbindungen ABO3,Skrifter utgitt av det Norske Videnskaps-Akademi i Oslo 1: Matematisk- Naturvidenskapelig Klasse,1928.0,1928.0,,1,165,,,,,,,,,,,,,,,,,,,,,,has coordinates,201954.0,2020-10-21,18:00:00,,Eskolaite,Cr2O3,Cr_2_O_3_,Cr O,,Grandfathered|Approved,Corundum,hexagonal,4700.0,Cr^3+ O
9012838,[Al+3].[Al+3].[Al+3].[Al+3].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].S(=O)(=O)([O-])[O-].O.O.O.O,13.026,,10.015,,11.115,,90.0,,104.34,,90.0,,1404.83,,,,,,,,,,,,,4.0,P 1 21 1,P 2yb,,,- Al4 H18 O18 S -,- Al4 O18 S -,- Al16 O72 S4 -,4.0,2.0,,"Farkas, L.; Pertlik, F.","Crystal structure determinations of felsobanyaite and basaluminite, Al4(SO4)(OH)10*4H2O Locality: Felsobanya, Hungary",Acta Mineralogica Petrographica,1997.0,38.0,,5,15,,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Felsőbányaite,Al4(SO4)(OH)10·4H2O,Al_4_(SO_4_)(OH)_10_·4H_2_O,Al S O H,,Grandfathered|Approved, ,monoclinic,1408.021,Al S^6+ O H
9000306,[Fe]([OH2])([OH2])([OH2])([OH2])([OH2])[OH2].[Fe]12([OH2])([OH2])OS(=O)(=O)O[Fe]([OH2])([OH2])([OH]1)(OS(=O)(=O)O2)OS(=O)(=O)O[Fe]12([OH2])([OH2])OS(=O)(=O)O[Fe]([OH2])([OH2])([OH]1)(OS(=O)(=O)O2)OS(=O)(=O)[O-].O.O.O.O.O.O,7.39,,18.213,,7.29,,93.67,,102.05,,99.27,,942.181,,,,,,,,,,,,,4.0,P -1,-P 1,,,- Fe4.69 H42 O46 S6 -,- Fe4.69 O26 S6 Wa20 -,- Fe4.69 O26 S6 Wa20 -,,,,"Fanfani, L.; Nunzi, A.; Zanazzi, P. F.; Zanzari, A. R.",The copiapite problem: The crystal structure of a ferrian copiapite,American Mineralogist,1973.0,58.0,,314,322.0,,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Ferricopiapite,Fe3+0.67Fe3+4(SO4)6(OH)2·20H2O,Fe^3+^_0.67_Fe^3+^_4_(SO_4_)_6_(OH)_2_·20H_2_O,Fe S O H,,Grandfathered|Approved,Copiapite,triclinic,2500.0,Fe^3+ S^6+ O H
9005750,[O-]S(=O)(=O)O[Fe]12([OH2])([OH2])OS(=O)(=O)O[Fe]([OH2])([OH2])([OH]1)(OS(=O)(=O)O2)OS(=O)(=O)O[Fe]12([OH2])([OH2])OS(=O)(=O)O[Fe]([OH2])([OH2])([OH]1)OS(=O)(=O)O2.[Fe]([OH2])([OH2])([OH2])([OH2])([OH2])[OH2].O.O.O.O.O.O,7.3867,,18.363,,7.3275,,93.94,,102.20100000000001,,98.916,,954.414,,,,,,,,,,,,,3.0,P -1,-P 1,,,- Fe4.619 O46 S6 -,- Fe4.619 O46 S6 -,- Fe4.619 O46 S6 -,,,,"Majzlan, J.; Navrotsky, A.; McCleskey, R. B.; Alpers, C. N.","Thermodynamic properties and crystal structure refinement of ferricopiapite, coquimbite, rhomboclase, and Fe2(SO4)3(H2O)5 Locality: synthetic",European Journal of Mineralogy,2006.0,18.0,,175,186.0,10.1127/0935-1221/2006/0018-0175,,,,,,,,,,,,,,,,,,,,,has coordinates,176465.0,2020-10-21,18:00:00,,Ferricopiapite,Fe3+0.67Fe3+4(SO4)6(OH)2·20H2O,Fe^3+^_0.67_Fe^3+^_4_(SO_4_)_6_(OH)_2_·20H_2_O,Fe S O H,,Grandfathered|Approved,Copiapite,triclinic,2500.0,Fe^3+ S^6+ O H
1011007,[Se-][Se-].[Fe+2],3.575,,4.791,,5.715,,90.0,,90.0,,90.0,,97.9,,,,,,,,,,,,,2.0,P m n n,-P 2n 2,,Iron selenide (1/2),- Fe Se2 -,- Fe Se2 -,- Fe2 Se4 -,2.0,0.25,,"Tengner, S","Ueber Diselenide und Ditelluride von Eisen, Kobalt und Nickel",Zeitschrift fuer Anorganische und Allgemeine Chemie,1938.0,239.0,,126,132,10.1002/zaac.19382390203,,,,,,,,,,,,,,,,,,,,,has coordinates,130149.0,2020-10-21,18:00:00,,Ferroselite,FeSe2,FeSe_2_,Fe Se,,Grandfathered|Approved,Marcasite,orthorhombic,2100.0,Fe Se
9011956,[Fe]([OH2])[OH2].[OH-].S(=O)(=O)([O-])[O-].O.O.O,24.17699,,24.17699,,7.656000000000001,,90.0,,90.0,,120.0,,3875.58,,,,,,,,,,,,,4.0,R -3 :H,-R 3,,,- Fe H11 O10 S -,- Fe O10 S -,- Fe18 O180 S18 -,18.0,1.0,,"Scordari, F.","Fibroferrite: A mineral with a {Fe(OH)(H2O)2SO4} spiral chain and its relationship to Fe(OH)SO4, butlerite and parabutlerite Locality: Saint Felix de Pailleres, France",Tschermaks Mineralogische und Petrographische Mitteilungen,1981.0,28.0,,17,29,,,,,,,,,,,,,,,,,,,,,,has coordinates,200438.0,2020-10-21,18:00:00,,Fibroferrite,Fe3+(SO4)(OH)·5H2O,Fe^3+^(SO_4_)(OH)·5H_2_O,Fe S O H,,Grandfathered|Approved, ,hexagonal|monoclinic,2860.0,Fe^3+ S^6+ O H
1000043,[Ca+2].[F-].[F-],5.462000000000001,0.03,5.462000000000001,0.03,5.462000000000001,0.03,90.0,,90.0,,90.0,,163.0,,,,,,,,,,,,,2.0,F m -3 m,-F 4 2 3,,Calcium difluoride,- Ca F2 -,- Ca F2 -,- Ca4 F8 -,4.0,0.0208333,,"Cheetham, A K; Fender, B E F; Cooper, M J",Defect structure of calcium fluoride containing excess anions: I. Bragg scattering,Journal of Physics C,1971.0,4.0,,3107,3121,10.1088/0022-3719/4/18/016,,,,,,0.008,,,,,,,,,,,,,,,has coordinates,202022.0,2020-10-21,18:00:00,,Fluorite,CaF2,CaF_2_,Ca F,,Grandfathered|Approved,Fluorite,cubic,4000.0,Ca F
